INEGI. Censo de Población y Vivienda 2010: Tabulados del Cuestionario Básico;;;;;;;;;;;
Fecha de elaboración: 25/02/2011;;;;;;;;;;;
;;;;;;;;;;;
Viviendas particulares habitadas por municipio, disponibilidad de energía eléctrica y agua;;;;;;;;;;;Vivienda 9
según disponibilidad de drenaje y lugar de desalojo;;;;;;;;;;;
;;;;;;;;;;;
Entidad federativa;Municipio;Energía eléctrica;Disponibilidad de agua;Viviendas particulares habitadas1;Disponen de drenaje;;;;;No tiene drenaje;No especificado
;;;;;Lugar de desalojo;;;;;;
;;;;;Total;Red pública;Fosa séptica;Tubería que va a dar a una barranca o grieta;Tubería que va a dar a un río, lago o mar;;
;;;;;;;;;;;
14 Jalisco;107 Tuxcueca;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;17;16;0;16;0;0;0;1
14 Jalisco;107 Tuxcueca;Disponen de energía eléctrica;No especificado;4;0;0;0;0;0;1;3
14 Jalisco;107 Tuxcueca;No disponen de energía eléctrica;Total;14;7;1;6;0;0;6;1
14 Jalisco;107 Tuxcueca;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;6;5;1;4;0;0;1;0
14 Jalisco;107 Tuxcueca;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;2;1;0;1;0;0;1;0
14 Jalisco;107 Tuxcueca;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;0;0;0;0;0;1;0
14 Jalisco;107 Tuxcueca;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;4;1;0;1;0;0;2;1
14 Jalisco;107 Tuxcueca;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;1;0;0;0;0;0;1;0
14 Jalisco;107 Tuxcueca;No especificado;Total;7;2;2;0;0;0;0;5
14 Jalisco;107 Tuxcueca;No especificado;Agua entubada dentro de la vivienda;2;2;2;0;0;0;0;0
14 Jalisco;107 Tuxcueca;No especificado;No especificado;5;0;0;0;0;0;0;5
14 Jalisco;108 Tuxpan;Total;Total;8.149;7.992;7.544;271;156;21;118;39
14 Jalisco;108 Tuxpan;Total;Agua entubada dentro de la vivienda;7.636;7.576;7.297;154;109;16;51;9
14 Jalisco;108 Tuxpan;Total;Agua entubada fuera de la vivienda pero dentro del terreno;151;134;80;38;15;1;16;1
14 Jalisco;108 Tuxpan;Total;Agua entubada de llave pública (o hidrante);81;76;67;3;6;0;5;0
14 Jalisco;108 Tuxpan;Total;Agua entubada que acarrean de otra vivienda;76;63;44;11;8;0;13;0
14 Jalisco;108 Tuxpan;Total;Agua de pipa;50;42;23;11;5;3;8;0
14 Jalisco;108 Tuxpan;Total;Agua de pozo, río, lago, arroyo u otra;109;85;19;52;13;1;23;1
14 Jalisco;108 Tuxpan;Total;No especificado;46;16;14;2;0;0;2;28
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Total;7.964;7.859;7.459;235;145;20;84;21
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;7.572;7.517;7.246;148;107;16;46;9
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;137;125;74;35;15;1;11;1
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);72;70;66;1;3;0;2;0
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;42;34;23;5;6;0;8;0
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Agua de pipa;42;36;20;8;5;3;6;0
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;70;61;16;36;9;0;9;0
14 Jalisco;108 Tuxpan;Disponen de energía eléctrica;No especificado;29;16;14;2;0;0;2;11
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Total;164;129;81;36;11;1;34;1
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;60;55;47;6;2;0;5;0
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;14;9;6;3;0;0;5;0
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);9;6;1;2;3;0;3;0
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;34;29;21;6;2;0;5;0
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Agua de pipa;8;6;3;3;0;0;2;0
14 Jalisco;108 Tuxpan;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;39;24;3;16;4;1;14;1
14 Jalisco;108 Tuxpan;No especificado;Total;21;4;4;0;0;0;0;17
14 Jalisco;108 Tuxpan;No especificado;Agua entubada dentro de la vivienda;4;4;4;0;0;0;0;0
14 Jalisco;108 Tuxpan;No especificado;No especificado;17;0;0;0;0;0;0;17
14 Jalisco;109 Unión de San Antonio;Total;Total;4.118;3.523;2.858;415;82;168;555;40
14 Jalisco;109 Unión de San Antonio;Total;Agua entubada dentro de la vivienda;3.404;3.135;2.714;286;54;81;244;25
14 Jalisco;109 Unión de San Antonio;Total;Agua entubada fuera de la vivienda pero dentro del terreno;361;230;89;83;16;42;130;1
14 Jalisco;109 Unión de San Antonio;Total;Agua entubada de llave pública (o hidrante);9;3;1;2;0;0;6;0
14 Jalisco;109 Unión de San Antonio;Total;Agua entubada que acarrean de otra vivienda;63;21;9;10;2;0;39;3
14 Jalisco;109 Unión de San Antonio;Total;Agua de pipa;121;46;37;9;0;0;75;0
14 Jalisco;109 Unión de San Antonio;Total;Agua de pozo, río, lago, arroyo u otra;145;81;4;22;10;45;61;3
14 Jalisco;109 Unión de San Antonio;Total;No especificado;15;7;4;3;0;0;0;8
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Total;4.033;3.496;2.845;405;81;165;507;30
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;3.384;3.124;2.707;283;54;80;236;24
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;348;225;87;80;16;42;122;1
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);8;3;1;2;0;0;5;0
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;47;17;6;10;1;0;27;3
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Agua de pipa;110;45;36;9;0;0;65;0
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;129;75;4;18;10;43;52;2
14 Jalisco;109 Unión de San Antonio;Disponen de energía eléctrica;No especificado;7;7;4;3;0;0;0;0
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Total;72;22;9;9;1;3;47;3
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;18;9;6;2;0;1;8;1
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;11;4;1;3;0;0;7;0
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;0;0;0;0;0;1;0
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;15;3;2;0;1;0;12;0
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Agua de pipa;10;0;0;0;0;0;10;0
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;16;6;0;4;0;2;9;1
14 Jalisco;109 Unión de San Antonio;No disponen de energía eléctrica;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;109 Unión de San Antonio;No especificado;Total;13;5;4;1;0;0;1;7
14 Jalisco;109 Unión de San Antonio;No especificado;Agua entubada dentro de la vivienda;2;2;1;1;0;0;0;0
14 Jalisco;109 Unión de San Antonio;No especificado;Agua entubada fuera de la vivienda pero dentro del terreno;2;1;1;0;0;0;1;0
14 Jalisco;109 Unión de San Antonio;No especificado;Agua entubada que acarrean de otra vivienda;1;1;1;0;0;0;0;0
14 Jalisco;109 Unión de San Antonio;No especificado;Agua de pipa;1;1;1;0;0;0;0;0
14 Jalisco;109 Unión de San Antonio;No especificado;No especificado;7;0;0;0;0;0;0;7
14 Jalisco;110 Unión de Tula;Total;Total;3.680;3.598;3.408;139;22;29;77;5
14 Jalisco;110 Unión de Tula;Total;Agua entubada dentro de la vivienda;3.379;3.345;3.227;90;14;14;31;3
14 Jalisco;110 Unión de Tula;Total;Agua entubada fuera de la vivienda pero dentro del terreno;137;125;87;30;5;3;12;0
14 Jalisco;110 Unión de Tula;Total;Agua entubada de llave pública (o hidrante);16;16;15;1;0;0;0;0
14 Jalisco;110 Unión de Tula;Total;Agua entubada que acarrean de otra vivienda;36;20;14;5;0;1;16;0
14 Jalisco;110 Unión de Tula;Total;Agua de pipa;2;1;0;1;0;0;1;0
14 Jalisco;110 Unión de Tula;Total;Agua de pozo, río, lago, arroyo u otra;108;91;65;12;3;11;16;1
14 Jalisco;110 Unión de Tula;Total;No especificado;2;0;0;0;0;0;1;1
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Total;3.647;3.581;3.396;135;22;28;62;4
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;3.369;3.336;3.218;90;14;14;30;3
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;130;122;85;29;5;3;8;0
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);16;16;15;1;0;0;0;0
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;31;18;14;3;0;1;13;0
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Agua de pipa;1;0;0;0;0;0;1;0
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;99;89;64;12;3;10;9;1
14 Jalisco;110 Unión de Tula;Disponen de energía eléctrica;No especificado;1;0;0;0;0;0;1;0
14 Jalisco;110 Unión de Tula;No disponen de energía eléctrica;Total;32;17;12;4;0;1;15;0
14 Jalisco;110 Unión de Tula;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;10;9;9;0;0;0;1;0
14 Jalisco;110 Unión de Tula;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;7;3;2;1;0;0;4;0
14 Jalisco;110 Unión de Tula;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;5;2;0;2;0;0;3;0
14 Jalisco;110 Unión de Tula;No disponen de energía eléctrica;Agua de pipa;1;1;0;1;0;0;0;0
14 Jalisco;110 Unión de Tula;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;9;2;1;0;0;1;7;0
14 Jalisco;110 Unión de Tula;No especificado;Total;1;0;0;0;0;0;0;1
14 Jalisco;110 Unión de Tula;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;111 Valle de Guadalupe;Total;Total;1.689;1.589;1.275;278;27;9;91;9
14 Jalisco;111 Valle de Guadalupe;Total;Agua entubada dentro de la vivienda;1.533;1.509;1.261;219;21;8;19;5
14 Jalisco;111 Valle de Guadalupe;Total;Agua entubada fuera de la vivienda pero dentro del terreno;49;31;11;16;3;1;17;1
14 Jalisco;111 Valle de Guadalupe;Total;Agua entubada que acarrean de otra vivienda;22;8;1;4;3;0;14;0
14 Jalisco;111 Valle de Guadalupe;Total;Agua de pipa;3;1;0;1;0;0;2;0
14 Jalisco;111 Valle de Guadalupe;Total;Agua de pozo, río, lago, arroyo u otra;78;39;1;38;0;0;39;0
14 Jalisco;111 Valle de Guadalupe;Total;No especificado;4;1;1;0;0;0;0;3
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;Total;1.670;1.583;1.272;276;27;8;81;6
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.527;1.506;1.259;219;21;7;16;5
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;47;29;10;15;3;1;17;1
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;20;8;1;4;3;0;12;0
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;Agua de pipa;3;1;0;1;0;0;2;0
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;72;38;1;37;0;0;34;0
14 Jalisco;111 Valle de Guadalupe;Disponen de energía eléctrica;No especificado;1;1;1;0;0;0;0;0
14 Jalisco;111 Valle de Guadalupe;No disponen de energía eléctrica;Total;14;4;1;2;0;1;10;0
14 Jalisco;111 Valle de Guadalupe;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;4;1;0;0;0;1;3;0
14 Jalisco;111 Valle de Guadalupe;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;2;2;1;1;0;0;0;0
14 Jalisco;111 Valle de Guadalupe;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;2;0;0;0;0;0;2;0
14 Jalisco;111 Valle de Guadalupe;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;6;1;0;1;0;0;5;0
14 Jalisco;111 Valle de Guadalupe;No especificado;Total;5;2;2;0;0;0;0;3
14 Jalisco;111 Valle de Guadalupe;No especificado;Agua entubada dentro de la vivienda;2;2;2;0;0;0;0;0
14 Jalisco;111 Valle de Guadalupe;No especificado;No especificado;3;0;0;0;0;0;0;3
14 Jalisco;112 Valle de Juárez;Total;Total;1.611;1.547;1.363;109;57;18;61;3
14 Jalisco;112 Valle de Juárez;Total;Agua entubada dentro de la vivienda;1.413;1.398;1.321;32;33;12;13;2
14 Jalisco;112 Valle de Juárez;Total;Agua entubada fuera de la vivienda pero dentro del terreno;59;54;32;6;14;2;5;0
14 Jalisco;112 Valle de Juárez;Total;Agua entubada de llave pública (o hidrante);3;3;0;0;3;0;0;0
14 Jalisco;112 Valle de Juárez;Total;Agua entubada que acarrean de otra vivienda;7;7;5;0;2;0;0;0
14 Jalisco;112 Valle de Juárez;Total;Agua de pipa;1;0;0;0;0;0;1;0
14 Jalisco;112 Valle de Juárez;Total;Agua de pozo, río, lago, arroyo u otra;127;85;5;71;5;4;42;0
14 Jalisco;112 Valle de Juárez;Total;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Total;1.577;1.538;1.361;106;55;16;37;2
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;1.411;1.396;1.319;32;33;12;13;2
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;56;52;32;6;12;2;4;0
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);3;3;0;0;3;0;0;0
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;7;7;5;0;2;0;0;0
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Agua de pipa;1;0;0;0;0;0;1;0
14 Jalisco;112 Valle de Juárez;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;99;80;5;68;5;2;19;0
14 Jalisco;112 Valle de Juárez;No disponen de energía eléctrica;Total;33;9;2;3;2;2;24;0
14 Jalisco;112 Valle de Juárez;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;2;2;2;0;0;0;0;0
14 Jalisco;112 Valle de Juárez;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;3;2;0;0;2;0;1;0
14 Jalisco;112 Valle de Juárez;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;28;5;0;3;0;2;23;0
14 Jalisco;112 Valle de Juárez;No especificado;Total;1;0;0;0;0;0;0;1
14 Jalisco;112 Valle de Juárez;No especificado;No especificado;1;0;0;0;0;0;0;1
14 Jalisco;114 Villa Corona;Total;Total;4.418;4.279;3.954;292;8;25;113;26
14 Jalisco;114 Villa Corona;Total;Agua entubada dentro de la vivienda;4.243;4.153;3.879;241;8;25;81;9
14 Jalisco;114 Villa Corona;Total;Agua entubada fuera de la vivienda pero dentro del terreno;97;85;63;22;0;0;12;0
14 Jalisco;114 Villa Corona;Total;Agua entubada de llave pública (o hidrante);3;2;1;1;0;0;1;0
14 Jalisco;114 Villa Corona;Total;Agua entubada que acarrean de otra vivienda;16;6;2;4;0;0;10;0
14 Jalisco;114 Villa Corona;Total;Agua de pipa;6;3;1;2;0;0;3;0
14 Jalisco;114 Villa Corona;Total;Agua de pozo, río, lago, arroyo u otra;32;26;4;22;0;0;6;0
14 Jalisco;114 Villa Corona;Total;No especificado;21;4;4;0;0;0;0;17
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Total;4.362;4.250;3.938;279;8;25;95;17
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;4.209;4.130;3.866;231;8;25;70;9
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;94;83;62;21;0;0;11;0
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);3;2;1;1;0;0;1;0
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;14;6;2;4;0;0;8;0
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Agua de pipa;3;2;1;1;0;0;1;0
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;28;24;3;21;0;0;4;0
14 Jalisco;114 Villa Corona;Disponen de energía eléctrica;No especificado;11;3;3;0;0;0;0;8
14 Jalisco;114 Villa Corona;No disponen de energía eléctrica;Total;42;24;11;13;0;0;18;0
14 Jalisco;114 Villa Corona;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;30;19;9;10;0;0;11;0
14 Jalisco;114 Villa Corona;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;3;2;1;1;0;0;1;0
14 Jalisco;114 Villa Corona;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;2;0;0;0;0;0;2;0
14 Jalisco;114 Villa Corona;No disponen de energía eléctrica;Agua de pipa;3;1;0;1;0;0;2;0
14 Jalisco;114 Villa Corona;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;4;2;1;1;0;0;2;0
14 Jalisco;114 Villa Corona;No especificado;Total;14;5;5;0;0;0;0;9
14 Jalisco;114 Villa Corona;No especificado;Agua entubada dentro de la vivienda;4;4;4;0;0;0;0;0
14 Jalisco;114 Villa Corona;No especificado;No especificado;10;1;1;0;0;0;0;9
14 Jalisco;115 Villa Guerrero;Total;Total;1.534;1.291;1.132;145;10;4;231;12
14 Jalisco;115 Villa Guerrero;Total;Agua entubada dentro de la vivienda;935;893;816;71;3;3;39;3
14 Jalisco;115 Villa Guerrero;Total;Agua entubada fuera de la vivienda pero dentro del terreno;79;42;22;16;3;1;37;0
14 Jalisco;115 Villa Guerrero;Total;Agua entubada de llave pública (o hidrante);49;45;45;0;0;0;4;0
14 Jalisco;115 Villa Guerrero;Total;Agua entubada que acarrean de otra vivienda;5;3;1;2;0;0;2;0
14 Jalisco;115 Villa Guerrero;Total;Agua de pipa;49;43;36;7;0;0;6;0
14 Jalisco;115 Villa Guerrero;Total;Agua de pozo, río, lago, arroyo u otra;411;264;212;48;4;0;143;4
14 Jalisco;115 Villa Guerrero;Total;No especificado;6;1;0;1;0;0;0;5
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Total;1.397;1.266;1.122;131;9;4;125;6
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;914;881;811;64;3;3;30;3
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;68;38;21;14;2;1;30;0
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);48;45;45;0;0;0;3;0
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;4;3;1;2;0;0;1;0
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Agua de pipa;48;43;36;7;0;0;5;0
14 Jalisco;115 Villa Guerrero;Disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;315;256;208;44;4;0;56;3
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Total;132;25;10;14;1;0;106;1
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Agua entubada dentro de la vivienda;21;12;5;7;0;0;9;0
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;11;4;1;2;1;0;7;0
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);1;0;0;0;0;0;1;0
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;1;0;0;0;0;0;1;0
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Agua de pipa;1;0;0;0;0;0;1;0
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;Agua de pozo, río, lago, arroyo u otra;96;8;4;4;0;0;87;1
14 Jalisco;115 Villa Guerrero;No disponen de energía eléctrica;No especificado;1;1;0;1;0;0;0;0
14 Jalisco;115 Villa Guerrero;No especificado;Total;5;0;0;0;0;0;0;5
14 Jalisco;115 Villa Guerrero;No especificado;No especificado;5;0;0;0;0;0;0;5
14 Jalisco;116 Villa Hidalgo;Total;Total;4.597;4.460;4.061;356;40;3;120;17
14 Jalisco;116 Villa Hidalgo;Total;Agua entubada dentro de la vivienda;4.326;4.233;3.920;275;36;2;84;9
14 Jalisco;116 Villa Hidalgo;Total;Agua entubada fuera de la vivienda pero dentro del terreno;88;76;15;59;2;0;11;1
14 Jalisco;116 Villa Hidalgo;Total;Agua entubada de llave pública (o hidrante);8;7;7;0;0;0;1;0
14 Jalisco;116 Villa Hidalgo;Total;Agua entubada que acarrean de otra vivienda;18;12;8;2;1;1;6;0
14 Jalisco;116 Villa Hidalgo;Total;Agua de pipa;31;25;14;11;0;0;4;2
14 Jalisco;116 Villa Hidalgo;Total;Agua de pozo, río, lago, arroyo u otra;111;98;89;9;0;0;13;0
14 Jalisco;116 Villa Hidalgo;Total;No especificado;15;9;8;0;1;0;1;5
14 Jalisco;116 Villa Hidalgo;Disponen de energía eléctrica;Total;4.552;4.446;4.055;349;39;3;96;10
14 Jalisco;116 Villa Hidalgo;Disponen de energía eléctrica;Agua entubada dentro de la vivienda;4.307;4.227;3.916;273;36;2;72;8
14 Jalisco;116 Villa Hidalgo;Disponen de energía eléctrica;Agua entubada fuera de la vivienda pero dentro del terreno;84;74;15;58;1;0;9;1
14 Jalisco;116 Villa Hidalgo;Disponen de energía eléctrica;Agua entubada de llave pública (o hidrante);7;7;7;0;0;0;0;0
14 Jalisco;116 Villa Hidalgo;Disponen de energía eléctrica;Agua entubada que acarrean de otra vivienda;13;10;7;1;1;1;3;0
14 Jalisco;116 Villa Hidalgo;Disponen de energía eléctrica;Agua de pipa;27;23;14;9;0;0;3;1
